Label;Area;X;Y;Perim.;BX;BY;Width;Height;Circ.;AR;Round;Solidity;Year
DH 216 A_2.jpg:0024-2202;566776.00;7442421.00;1540166.00;94344.00;7430769.00;1525175.00;24476.00;29371.00;0.80;1246.00;0.80;0.94;2002.00
DH 216 A_2.jpg:0025-2201;604920.00;7469591.00;1539576.00;96562.00;7455944.00;1525874.00;26573.00;27273.00;0.82;1232.00;0.81;0.95;2002.00
DH 216 A_2.jpg:0026-2202;483153.00;7522627.00;1539594.00;89908.00;7511189.00;1526573.00;23077.00;26573.00;0.75;1157.00;0.86;0.94;2002.00
DH 216 A_2.jpg:0027-2204;539391.00;7496697.00;1541684.00;89978.00;7485315.00;1527972.00;23776.00;27273.00;0.84;1170.00;0.86;0.96;2002.00
DH 216 A_2.jpg:0028-2203;377525.00;7545777.00;1540867.00;76232.00;7537063.00;1527972.00;17483.00;25874.00;0.82;1525.00;0.66;0.95;2002.00
DH 216 A_2.jpg:0029-2203;215658.00;7562175.00;1540403.00;63306.00;7556643.00;1527972.00;10490.00;25175.00;0.68;2538.00;0.39;0.92;2002.00
DH 216 A_2.jpg:0030-2204;210768.00;7575509.00;1541862.00;59759.00;7569930.00;1530070.00;10490.00;23077.00;0.74;2172.00;0.46;0.96;2002.00
DH 216 A_2.jpg:0031-2250;629371.00;7443247.00;1573402.00;100927.00;7431469.00;1556643.00;22378.00;33566.00;0.78;1503.00;0.67;0.94;2002.00
DH 216 A_2.jpg:0032-2250;761895.00;7469326.00;1573599.00;106931.00;7456643.00;1556643.00;25874.00;34266.00;0.84;1347.00;0.74;0.97;2002.00
DH 216 A_2.jpg:0033-2251;871436.00;7501751.00;1575141.00;116242.00;7485315.00;1558042.00;32867.00;32867.00;0.81;1036.00;0.97;0.96;2002.00
DH 216 A_2.jpg:0034-2250;549660.00;7532012.00;1573244.00;91716.00;7520979.00;1558042.00;21678.00;30769.00;0.82;1522.00;0.66;0.96;2002.00
DH 216 A_2.jpg:0035-2254;290479.00;7553843.00;1576811.00;69649.00;7546853.00;1563636.00;13986.00;25874.00;0.75;1897.00;0.53;0.94;2002.00
DH 216 A_2.jpg:0036-2255;143283.00;7569557.00;1577604.00;50548.00;7565035.00;1567133.00;9091.00;20280.00;0.71;2324.00;0.43;0.93;2002.00
DH 216 A_2.jpg:0037-2258;80200.00;7581247.00;1578582.00;39020.00;7578322.00;1570629.00;5594.00;16783.00;0.66;2928.00;0.34;0.95;2002.00
DH 216 A_2.jpg:0001-1119;557973.00;7351494.00;782352.00;102086.00;7339860.00;767133.00;23776.00;30769.00;0.67;1577.00;0.63;0.93;2002.00
DH 216 A_2.jpg:0002-1120;509071.00;7375293.00;785122.00;94514.00;7365035.00;767832.00;23776.00;30769.00;0.72;1797.00;0.56;0.96;2002.00
DH 216 A_2.jpg:0003-1119;549660.00;7397084.00;782460.00;94443.00;7383217.00;767832.00;25874.00;30070.00;0.77;1535.00;0.65;0.95;2002.00
DH 216 A_2.jpg:0004-1122;493912.00;7421736.00;785710.00;90657.00;7410490.00;769930.00;23776.00;30070.00;0.76;1588.00;0.63;0.94;2002.00
DH 216 A_2.jpg:0005-1122;516407.00;7445153.00;783687.00;92296.00;7432168.00;770629.00;23776.00;27972.00;0.76;1420.00;0.70;0.94;2002.00
DH 216 A_2.jpg:0006-1125;287545.00;7467171.00;787392.00;71627.00;7460839.00;773427.00;13287.00;27273.00;0.70;2221.00;0.45;0.94;2002.00
DH 216 A_2.jpg:0007-1126;130080.00;7482399.00;787615.00;60268.00;7478322.00;774825.00;8392.00;25874.00;0.45;4370.00;0.23;0.87;2002.00
DH 216 A_2.jpg:0008-1167;606876.00;7352711.00;816831.00;98949.00;7341259.00;800699.00;23077.00;31469.00;0.78;1388.00;0.72;0.94;2002.00
DH 216 A_2.jpg:0009-1172;711526.00;7408131.00;819200.00;105123.00;7395105.00;802797.00;25874.00;33566.00;0.81;1391.00;0.72;0.96;2002.00
DH 216 A_2.jpg:0010-1170;616167.00;7379997.00;818844.00;99938.00;7367832.00;803497.00;24476.00;29371.00;0.78;1230.00;0.81;0.95;2002.00
DH 216 A_2.jpg:0011-1173;513962.00;7433977.00;820337.00;92705.00;7423776.00;804895.00;20280.00;31469.00;0.75;1615.00;0.62;0.94;2002.00
DH 216 A_2.jpg:0012-1172;366766.00;7455476.00;819276.00;78041.00;7447552.00;805594.00;15385.00;27972.00;0.76;1867.00;0.54;0.95;2002.00
DH 216 A_2.jpg:0013-1175;298792.00;7475289.00;820603.00;69070.00;7468531.00;808392.00;13287.00;26573.00;0.79;1940.00;0.52;0.96;2002.00
DH 216 A_2.jpg:0014-1175;56726.00;7489752.00;822408.00;42637.00;7488112.00;812587.00;3497.00;18881.00;0.39;5718.00;0.18;0.89;2002.00
DH 216 A_2.jpg:0003-0925;471906.00;7328218.00;646730.00;84624.00;7316783.00;633566.00;21678.00;26573.00;0.83;1344.00;0.74;0.96;2002.00
DH 216 A_2.jpg:0004-0929;482664.00;7353188.00;649731.00;90148.00;7341958.00;636364.00;23776.00;26573.00;0.75;1276.00;0.78;0.91;2002.00
DH 216 A_2.jpg:0005-0929;366766.00;7375744.00;649905.00;75243.00;7365734.00;638462.00;20280.00;23077.00;0.81;1316.00;0.76;0.94;2002.00
DH 216 A_2.jpg:0006-0932;438652.00;7399408.00;651225.00;81177.00;7388112.00;639161.00;21678.00;25175.00;0.84;1320.00;0.76;0.95;2002.00
DH 216 A_2.jpg:0007-0932;385838.00;7423756.00;651912.00;75653.00;7413986.00;640559.00;19580.00;23077.00;0.85;1215.00;0.82;0.96;2002.00
DH 216 A_2.jpg:0008-0931;204900.00;7442950.00;650870.00;59350.00;7437063.00;640559.00;12587.00;20979.00;0.73;1984.00;0.50;0.94;2002.00
DH 216 A_2.jpg:0009-0930;133992.00;7456807.00;650352.00;47582.00;7452448.00;641259.00;9091.00;18182.00;0.74;2250.00;0.44;0.93;2002.00
DH 216 A_2.jpg:0010-0932;22495.00;7467407.00;652706.00;29470.00;7465734.00;645455.00;3497.00;13287.00;0.33;6167.00;0.16;0.73;2002.00
DH 216 A_2.jpg:0012-0968;460169.00;7330229.00;676635.00;84045.00;7320280.00;662937.00;19580.00;27972.00;0.82;1446.00;0.69;0.96;2002.00
DH 216 A_2.jpg:0013-0972;542325.00;7354203.00;679587.00;91207.00;7343357.00;665734.00;23077.00;27972.00;0.82;1167.00;0.86;0.97;2002.00
DH 216 A_2.jpg:0014-0973;715438.00;7385751.00;680781.00;109249.00;7369930.00;665734.00;30769.00;29371.00;0.75;1160.00;0.86;0.92;2002.00
DH 216 A_2.jpg:0015-0974;536946.00;7417119.00;681645.00;91377.00;7405594.00;667133.00;23077.00;27972.00;0.81;1151.00;0.87;0.94;2002.00
DH 216 A_2.jpg:0016-0975;364321.00;7441276.00;682095.00;75074.00;7433566.00;669231.00;16084.00;25874.00;0.81;1623.00;0.62;0.96;2002.00
DH 216 A_2.jpg:0017-0976;219082.00;7459497.00;682249.00;62966.00;7454545.00;669930.00;9790.00;25175.00;0.69;2603.00;0.38;0.96;2002.00
DH 216 A_2.jpg:0018-0976;21517.00;7470884.00;682994.00;33906.00;7469930.00;674825.00;2098.00;16084.00;0.24;10693.00;0.09;0.79;2002.00
DH 216 A_2.jpg:0001-0874;693432.00;7323437.00;612415.00;101097.00;7309091.00;595804.00;27972.00;30769.00;0.85;1079.00;0.93;0.96;2002.00
DH 216 A_2.jpg:0002-0877;714460.00;7355813.00;614422.00;106112.00;7339860.00;600000.00;31469.00;27273.00;0.80;1229.00;0.81;0.95;2002.00
DH 216 A_2.jpg:0003-0879;536457.00;7388660.00;615980.00;93624.00;7375524.00;600699.00;26573.00;27972.00;0.77;1098.00;0.91;0.93;2002.00
DH 216 A_2.jpg:0004-0881;419091.00;7413710.00;615862.00;82166.00;7402797.00;603497.00;21678.00;25175.00;0.78;1495.00;0.67;0.95;2002.00
DH 216 A_2.jpg:0005-0882;326177.00;7435391.00;616684.00;72616.00;7427273.00;604196.00;16783.00;25175.00;0.78;1610.00;0.62;0.94;2002.00
DH 216 A_2.jpg:0006-0885;155509.00;7452540.00;618932.00;57301.00;7447552.00;607692.00;10490.00;22378.00;0.60;2816.00;0.36;0.90;2002.00
DH 216 A_2.jpg:0001-1394;635728.00;7880025.00;974375.00;105293.00;7866434.00;959441.00;27273.00;30769.00;0.72;1266.00;0.79;0.92;2005.00
DH 216 A_2.jpg:0010-1398;704680.00;7909951.00;977507.00;104713.00;7895105.00;963636.00;30070.00;28671.00;0.81;1277.00;0.78;0.95;2005.00
DH 216 A_2.jpg:0011-1401;640129.00;7942862.00;980277.00;99868.00;7927972.00;965734.00;29371.00;27972.00;0.81;1177.00;0.85;0.94;2005.00
DH 216 A_2.jpg:0012-1404;709570.00;7975893.00;982246.00;114773.00;7960140.00;967133.00;31469.00;29371.00;0.68;1247.00;0.80;0.90;2005.00
DH 216 A_2.jpg:0013-1408;574600.00;8007737.00;984457.00;94923.00;7994406.00;970629.00;25874.00;27972.00;0.80;1151.00;0.87;0.95;2005.00
DH 216 A_2.jpg:0014-1413;547704.00;8038562.00;988127.00;90967.00;8025175.00;976224.00;27972.00;24476.00;0.83;1298.00;0.77;0.95;2005.00
DH 216 A_2.jpg:0015-1413;410778.00;8066262.00;988372.00;78790.00;8055245.00;976923.00;22378.00;23077.00;0.83;1213.00;0.82;0.95;2005.00
DH 216 A_2.jpg:0016-1416;342315.00;8130224.00;990100.00;73845.00;8120979.00;979021.00;18182.00;23077.00;0.79;1455.00;0.69;0.95;2005.00
DH 216 A_2.jpg:0017-1416;343293.00;8089865.00;990497.00;71288.00;8080420.00;979720.00;18881.00;21678.00;0.85;1270.00;0.79;0.95;2005.00
DH 216 A_2.jpg:0018-1416;258203.00;8181707.00;990615.00;61257.00;8174126.00;979720.00;14685.00;21678.00;0.87;1571.00;0.64;0.96;2005.00
DH 216 A_2.jpg:0019-1413;63573.00;8203626.00;988585.00;40998.00;8200699.00;979720.00;6294.00;17483.00;0.48;4404.00;0.23;0.82;2005.00
DH 216 A_2.jpg:0020-1418;175070.00;8148527.00;991833.00;56313.00;8143357.00;981119.00;10490.00;21678.00;0.69;2412.00;0.42;0.94;2005.00
DH 216 A_2.jpg:0021-1419;266517.00;8110461.00;992421.00;64294.00;8102797.00;981818.00;16084.00;20979.00;0.81;1459.00;0.69;0.94;2005.00
DH 216 A_2.jpg:0022-1418;195609.00;8164009.00;991836.00;54504.00;8158042.00;981818.00;12587.00;19580.00;0.83;1699.00;0.59;0.95;2005.00
DH 216 A_2.jpg:0023-1415;56237.00;8195746.00;990280.00;36633.00;8193706.00;981818.00;4895.00;16084.00;0.53;3731.00;0.27;0.89;2005.00
DH 216 A_2.jpg:0026-1442;598073.00;7883518.00;1008347.00;99359.00;7871329.00;993007.00;23776.00;30769.00;0.76;1396.00;0.72;0.95;2005.00
DH 216 A_2.jpg:0027-1446;720818.00;7911502.00;1011658.00;113854.00;7897902.00;995105.00;28671.00;32168.00;0.70;1355.00;0.74;0.92;2005.00
DH 216 A_2.jpg:0028-1447;682185.00;7940307.00;1012369.00;106042.00;7925874.00;996503.00;28671.00;31469.00;0.76;1426.00;0.70;0.94;2005.00
DH 216 A_2.jpg:0029-1448;586337.00;7967712.00;1013824.00;95912.00;7954545.00;998601.00;27273.00;28671.00;0.80;1427.00;0.70;0.95;2005.00
DH 216 A_2.jpg:0030-1449;595139.00;7995179.00;1014018.00;96491.00;7981818.00;999301.00;27273.00;28671.00;0.80;1189.00;0.84;0.93;2005.00
DH 216 A_2.jpg:0031-1452;546237.00;8024510.00;1016735.00;89569.00;8012587.00;1002797.00;25175.00;25874.00;0.86;1063.00;0.94;0.96;2005.00
DH 216 A_2.jpg:0032-1456;490978.00;8051290.00;1017779.00;85133.00;8039860.00;1004895.00;22378.00;27273.00;0.85;1236.00;0.81;0.96;2005.00
DH 216 A_2.jpg:0033-1457;433273.00;8075200.00;1018434.00;81996.00;8065035.00;1005594.00;20280.00;26573.00;0.81;1424.00;0.70;0.95;2005.00
DH 216 A_2.jpg:0034-1453;68952.00;8204312.00;1016215.00;44035.00;8202098.00;1006294.00;4895.00;19580.00;0.45;5152.00;0.19;0.87;2005.00
DH 216 A_2.jpg:0035-1456;407355.00;8097861.00;1018616.00;79269.00;8087413.00;1006993.00;21678.00;23077.00;0.82;1335.00;0.75;0.95;2005.00
DH 216 A_2.jpg:0036-1458;382415.00;8120235.00;1019715.00;75653.00;8111189.00;1007692.00;18182.00;24476.00;0.84;1403.00;0.71;0.96;2005.00
DH 216 A_2.jpg:0037-1459;283632.00;8162645.00;1020987.00;67671.00;8155944.00;1008392.00;14685.00;24476.00;0.78;1853.00;0.54;0.94;2005.00
DH 216 A_2.jpg:0038-1459;252824.00;8180411.00;1020670.00;65043.00;8173427.00;1008392.00;14685.00;23776.00;0.75;2053.00;0.49;0.94;2005.00
DH 216 A_2.jpg:0039-1457;153553.00;8195472.00;1018672.00;52936.00;8190210.00;1008392.00;9790.00;20979.00;0.69;2618.00;0.38;0.94;2005.00
DH 216 A_2.jpg:0040-1459;197565.00;8137267.00;1020186.00;60748.00;8132168.00;1009091.00;10490.00;23077.00;0.67;2477.00;0.40;0.92;2005.00
DH 216 A_2.jpg:0041-1460;95848.00;8148623.00;1021464.00;48810.00;8146154.00;1010490.00;5594.00;21678.00;0.51;4386.00;0.23;0.91;2005.00
DH 216 A_2.jpg:0042-1489;610788.00;7884246.00;1041915.00;102566.00;7872028.00;1025175.00;23776.00;32168.00;0.73;1352.00;0.74;0.93;2005.00
DH 216 A_2.jpg:0044-1493;621546.00;7910591.00;1044677.00;96152.00;7897902.00;1030070.00;26573.00;28671.00;0.85;1250.00;0.80;0.96;2005.00
DH 216 A_2.jpg:0046-1495;632305.00;7939302.00;1045666.00;99868.00;7925874.00;1030769.00;27273.00;30070.00;0.80;1360.00;0.74;0.95;2005.00
DH 216 A_2.jpg:0047-1495;733043.00;7969416.00;1046440.00;110308.00;7953846.00;1030769.00;30070.00;30070.00;0.76;1194.00;0.84;0.92;2005.00
DH 216 A_2.jpg:0048-1497;724241.00;8001288.00;1046663.00;101167.00;7987413.00;1032168.00;27972.00;29371.00;0.89;1079.00;0.93;0.97;2005.00
DH 216 A_2.jpg:0049-1500;779500.00;8033772.00;1049055.00;109898.00;8018182.00;1034266.00;32168.00;29371.00;0.81;1176.00;0.85;0.95;2005.00
DH 216 A_2.jpg:0050-1498;638173.00;8067217.00;1048651.00;101097.00;8052448.00;1034266.00;29371.00;27273.00;0.79;1160.00;0.86;0.94;2005.00
DH 216 A_2.jpg:0051-1498;526676.00;8096883.00;1047778.00;88071.00;8084615.00;1035664.00;24476.00;24476.00;0.85;1073.00;0.93;0.96;2005.00
DH 216 A_2.jpg:0052-1499;321776.00;8121195.00;1048965.00;69550.00;8112587.00;1037762.00;16783.00;21678.00;0.84;1334.00;0.75;0.96;2005.00
DH 216 A_2.jpg:0053-1499;202455.00;8169386.00;1048063.00;56143.00;8163636.00;1038462.00;11888.00;20280.00;0.81;1742.00;0.57;0.95;2005.00
DH 216 A_2.jpg:0054-1500;223483.00;8139425.00;1049036.00;58191.00;8133566.00;1039161.00;11888.00;20280.00;0.83;1670.00;0.60;0.97;2005.00
DH 216 A_2.jpg:0055-1500;132036.00;8183569.00;1049169.00;48810.00;8179720.00;1039161.00;7692.00;19580.00;0.70;2562.00;0.39;0.95;2005.00
DH 216 A_2.jpg:0056-1501;140349.00;8196605.00;1050785.00;52597.00;8193007.00;1039161.00;7692.00;21678.00;0.64;2981.00;0.34;0.94;2005.00
DH 216 A_2.jpg:0057-1498;52814.00;8205407.00;1046905.00;39360.00;8202797.00;1039860.00;5594.00;16084.00;0.43;3535.00;0.28;0.72;2005.00
DH 216 A_2.jpg:0058-1500;130569.00;8154720.00;1049628.00;46013.00;8150350.00;1040559.00;8392.00;17483.00;0.78;2131.00;0.47;0.96;2005.00
DH 216 A_2.jpg:0059-1538;611766.00;7884028.00;1076192.00;102086.00;7872028.00;1060839.00;24476.00;30070.00;0.74;1312.00;0.76;0.94;2005.00
DH 216 A_2.jpg:0060-1538;583403.00;7909734.00;1075953.00;94244.00;7897902.00;1061538.00;23776.00;27972.00;0.83;1279.00;0.78;0.97;2005.00
DH 216 A_2.jpg:0061-1540;683652.00;7937509.00;1077392.00;118219.00;7924476.00;1061538.00;26573.00;30769.00;0.62;1184.00;0.85;0.93;2005.00
DH 216 A_2.jpg:0062-1542;599540.00;7991863.00;1078947.00;95163.00;7979720.00;1064336.00;24476.00;27972.00;0.83;1109.00;0.90;0.96;2005.00
DH 216 A_2.jpg:0063-1543;538413.00;7964959.00;1079460.00;98709.00;7952448.00;1065035.00;24476.00;28671.00;0.69;1119.00;0.89;0.90;2005.00
DH 216 A_2.jpg:0064-1538;272385.00;8170857.00;1075810.00;67841.00;8162937.00;1065035.00;16084.00;21678.00;0.74;1594.00;0.63;0.93;2005.00
DH 216 A_2.jpg:0065-1545;576067.00;8019075.00;1080994.00;92027.00;8008392.00;1065734.00;22378.00;29371.00;0.86;1280.00;0.78;0.97;2005.00
DH 216 A_2.jpg:0066-1542;480708.00;8095834.00;1077894.00;84214.00;8084615.00;1065734.00;22378.00;25175.00;0.85;1122.00;0.89;0.96;2005.00
DH 216 A_2.jpg:0067-1539;278742.00;8119227.00;1075691.00;64294.00;8111189.00;1065734.00;16084.00;20979.00;0.85;1308.00;0.76;0.95;2005.00
DH 216 A_2.jpg:0068-1537;176537.00;8137145.00;1074950.00;52936.00;8131469.00;1065734.00;11888.00;18881.00;0.79;1793.00;0.56;0.93;2005.00
DH 216 A_2.jpg:0069-1538;194142.00;8152880.00;1075693.00;55903.00;8146853.00;1065734.00;12587.00;20280.00;0.78;1894.00;0.53;0.93;2005.00
DH 216 A_2.jpg:0070-1537;149641.00;8188875.00;1075303.00;47751.00;8183916.00;1066434.00;10490.00;17483.00;0.83;1793.00;0.56;0.95;2005.00
DH 216 A_2.jpg:0071-1546;520808.00;8044831.00;1081635.00;90318.00;8033566.00;1067832.00;23776.00;27273.00;0.80;1189.00;0.84;0.94;2005.00
DH 216 A_2.jpg:0072-1544;490000.00;8069808.00;1079283.00;85853.00;8057343.00;1067832.00;23776.00;23776.00;0.84;1173.00;0.85;0.96;2005.00
DH 216 A_2.jpg:0073-1540;109541.00;8203734.00;1077457.00;45364.00;8199301.00;1068531.00;8392.00;17483.00;0.67;2253.00;0.44;0.91;2005.00
DH 216 A_2.jpg:0002-0446;705658.00;7847219.00;311689.00;106931.00;7834266.00;295804.00;25874.00;32168.00;0.78;1225.00;0.82;0.95;2005.00
DH 216 A_2.jpg:0003-0448;426427.00;7892466.00;313160.00;85543.00;7884615.00;296503.00;16084.00;33566.00;0.73;2130.00;0.47;0.95;2005.00
DH 216 A_2.jpg:0004-0448;624969.00;7915525.00;313111.00;100687.00;7903497.00;297902.00;24476.00;31469.00;0.78;1277.00;0.78;0.95;2005.00
DH 216 A_2.jpg:0007-0452;745758.00;7944062.00;315974.00;109418.00;7931469.00;298601.00;25874.00;35664.00;0.78;1428.00;0.70;0.96;2005.00
DH 216 A_2.jpg:0008-0448;489021.00;7872227.00;313390.00;85034.00;7861538.00;300000.00;20979.00;26573.00;0.85;1293.00;0.77;0.96;2005.00
DH 216 A_2.jpg:0010-0455;779011.00;7975663.00;318266.00;110138.00;7962238.00;302098.00;28671.00;32168.00;0.81;1165.00;0.86;0.96;2005.00
DH 216 A_2.jpg:0011-0458;558952.00;8005310.00;319858.00;92945.00;7994406.00;305594.00;23776.00;29371.00;0.81;1372.00;0.73;0.95;2005.00
DH 216 A_2.jpg:0012-0461;701746.00;8034944.00;323201.00;106451.00;8018182.00;308392.00;31469.00;28671.00;0.78;1146.00;0.87;0.93;2005.00
DH 216 A_2.jpg:0013-0462;311018.00;8075844.00;323469.00;70638.00;8068531.00;310490.00;14685.00;25874.00;0.78;1748.00;0.57;0.94;2005.00
DH 216 A_2.jpg:0014-0461;181916.00;8058925.00;321955.00;59110.00;8053846.00;311189.00;10490.00;22378.00;0.65;2259.00;0.44;0.91;2005.00
DH 216 A_2.jpg:0015-0463;125679.00;8091185.00;323769.00;51198.00;8088112.00;312587.00;6294.00;22378.00;0.60;3426.00;0.29;0.96;2005.00
DH 216 A_2.jpg:0016-0465;243044.00;8105775.00;325534.00;63545.00;8100000.00;313986.00;11888.00;23077.00;0.76;1913.00;0.52;0.96;2005.00
DH 216 A_2.jpg:0017-0467;267495.00;8124116.00;326657.00;63136.00;8117483.00;315385.00;13287.00;22378.00;0.84;1669.00;0.60;0.97;2005.00
DH 216 A_2.jpg:0018-0468;81667.00;8139561.00;327204.00;42397.00;8137063.00;318182.00;5594.00;18881.00;0.57;3454.00;0.29;0.91;2005.00
DH 216 A_2.jpg:0019-0469;74820.00;8149991.00;328354.00;42227.00;8147552.00;318881.00;4895.00;18881.00;0.53;4114.00;0.24;0.92;2005.00
DH 216 A_2.jpg:0020-0494;581936.00;7840051.00;345450.00;95502.00;7827972.00;330769.00;24476.00;30070.00;0.80;1210.00;0.83;0.94;2005.00
DH 216 A_2.jpg:0021-0495;657245.00;7901646.00;347115.00;97311.00;7888112.00;331469.00;27273.00;29371.00;0.87;1118.00;0.90;0.96;2005.00
DH 216 A_2.jpg:0022-0495;649910.00;7870889.00;346161.00;100857.00;7857343.00;332168.00;27972.00;28671.00;0.80;1061.00;0.94;0.94;2005.00
DH 216 A_2.jpg:0023-0498;574111.00;7929751.00;348903.00;92945.00;7918881.00;333566.00;24476.00;29371.00;0.84;1191.00;0.84;0.96;2005.00
DH 216 A_2.jpg:0024-0500;842095.00;7964907.00;350240.00;116242.00;7945455.00;336364.00;39860.00;26573.00;0.78;1630.00;0.61;0.95;2005.00
DH 216 A_2.jpg:0025-0503;589271.00;8018542.00;352106.00;96491.00;8004895.00;339161.00;30070.00;25175.00;0.80;1246.00;0.80;0.94;2005.00
DH 216 A_2.jpg:0026-0505;328622.00;8068068.00;353659.00;71048.00;8060839.00;340559.00;15385.00;25175.00;0.82;1644.00;0.61;0.96;2005.00
DH 216 A_2.jpg:0027-0505;353563.00;8046920.00;354267.00;74014.00;8037063.00;341259.00;18182.00;24476.00;0.81;1491.00;0.67;0.95;2005.00
DH 216 A_2.jpg:0028-0503;208323.00;7995264.00;353016.00;59110.00;7987413.00;341958.00;13986.00;20280.00;0.75;1673.00;0.60;0.91;2005.00
DH 216 A_2.jpg:0030-0506;154531.00;8084686.00;353572.00;52696.00;8079720.00;343357.00;9790.00;21678.00;0.70;2475.00;0.40;0.92;2005.00
DH 216 A_2.jpg:0031-0509;229840.00;8100379.00;355730.00;63066.00;8093706.00;344755.00;13986.00;23077.00;0.73;2033.00;0.49;0.93;2005.00
DH 216 A_2.jpg:0032-0512;167245.00;8116935.00;357457.00;57471.00;8111189.00;346853.00;11888.00;22378.00;0.64;2726.00;0.37;0.91;2005.00
DH 216 A_2.jpg:0033-0512;95359.00;8130036.00;357836.00;53925.00;8125874.00;346853.00;8392.00;23077.00;0.41;5108.00;0.20;0.86;2005.00
DH 216 A_2.jpg:0034-0544;970708.00;7848615.00;380573.00;119618.00;7830769.00;363636.00;35664.00;33566.00;0.85;1126.00;0.89;0.96;2005.00
DH 216 A_2.jpg:0035-0543;927185.00;7886930.00;380589.00;119308.00;7869231.00;363636.00;36364.00;32867.00;0.82;1348.00;0.74;0.96;2005.00
DH 216 A_2.jpg:0036-0543;489510.00;7918810.00;379770.00;93624.00;7906294.00;365035.00;25175.00;29371.00;0.70;1710.00;0.59;0.92;2005.00
DH 216 A_2.jpg:0037-0546;702235.00;7960266.00;381751.00;102735.00;7946853.00;367133.00;27273.00;30070.00;0.84;1097.00;0.91;0.96;2005.00
DH 216 A_2.jpg:0038-0548;424960.00;7985997.00;384052.00;85613.00;7978322.00;367133.00;16084.00;32867.00;0.73;2147.00;0.47;0.94;2005.00
DH 216 A_2.jpg:0039-0542;187784.00;7937966.00;378649.00;59279.00;7931469.00;368531.00;11888.00;21678.00;0.67;2024.00;0.49;0.91;2005.00
DH 216 A_2.jpg:0040-0550;462125.00;8006279.00;385535.00;87111.00;7996503.00;369231.00;20979.00;30769.00;0.77;1864.00;0.54;0.95;2005.00
DH 216 A_2.jpg:0041-0550;563353.00;8029371.00;383771.00;94514.00;8016084.00;370629.00;25175.00;27972.00;0.79;1401.00;0.71;0.96;2005.00
DH 216 A_2.jpg:0042-0550;414201.00;8053901.00;384726.00;79609.00;8044755.00;371329.00;18182.00;27273.00;0.82;1552.00;0.64;0.95;2005.00
DH 216 A_2.jpg:0043-0550;170668.00;8072632.00;384993.00;54165.00;8067832.00;374126.00;9091.00;21678.00;0.73;2478.00;0.40;0.95;2005.00
DH 216 A_2.jpg:0044-0551;162355.00;8087781.00;385635.00;52766.00;8083217.00;375524.00;9790.00;19580.00;0.73;2132.00;0.47;0.94;2005.00
DH 216 A_2.jpg:0045-0553;240599.00;8105290.00;386814.00;60099.00;8098601.00;376224.00;13986.00;20979.00;0.84;1538.00;0.65;0.94;2005.00
DH 216 A_2.jpg:0046-0555;131058.00;8122276.00;388308.00;46113.00;8117483.00;379021.00;9790.00;18182.00;0.78;2070.00;0.48;0.93;2005.00
DH 216 A_2.jpg:0047-0553;72375.00;8135154.00;387446.00;33765.00;8131469.00;380420.00;7692.00;13287.00;0.80;1731.00;0.58;0.91;2005.00
DH 216 A_2.jpg:0001-1252;597095.00;7861896.00;875602.00;94344.00;7847552.00;862937.00;29371.00;25175.00;0.84;1301.00;0.77;0.96;2005.00
DH 216 A_2.jpg:0002-1254;590738.00;7893008.00;877082.00;95912.00;7879021.00;864336.00;28671.00;25874.00;0.81;1213.00;0.83;0.93;2005.00
DH 216 A_2.jpg:0003-1256;681696.00;7925473.00;878238.00;103724.00;7910490.00;865035.00;31469.00;26573.00;0.80;1253.00;0.80;0.95;2005.00
DH 216 A_2.jpg:0004-1257;579490.00;7957583.00;878888.00;91787.00;7944056.00;866434.00;27273.00;25175.00;0.86;1144.00;0.87;0.96;2005.00
DH 216 A_2.jpg:0005-1262;775099.00;7991462.00;881671.00;113684.00;7974825.00;868531.00;32867.00;27972.00;0.75;1269.00;0.79;0.95;2005.00
DH 216 A_2.jpg:0006-1262;690009.00;8025395.00;882111.00;101746.00;8009790.00;869231.00;30769.00;26573.00;0.84;1205.00;0.83;0.95;2005.00
DH 216 A_2.jpg:0007-1266;660179.00;8058167.00;885557.00;101097.00;8044056.00;870629.00;28671.00;29371.00;0.81;1266.00;0.79;0.95;2005.00
DH 216 A_2.jpg:0008-1267;389750.00;8107293.00;886061.00;76133.00;8099301.00;873427.00;16783.00;25175.00;0.85;1480.00;0.68;0.98;2005.00
DH 216 A_2.jpg:0009-1269;478752.00;8085334.00;887230.00;87831.00;8074126.00;874126.00;21678.00;26573.00;0.78;1401.00;0.71;0.95;2005.00
DH 216 A_2.jpg:0010-1268;310529.00;8151417.00;887009.00;73025.00;8143357.00;874825.00;16084.00;24476.00;0.73;1792.00;0.56;0.92;2005.00
DH 216 A_2.jpg:0011-1268;147684.00;8124696.00;887373.00;53755.00;8120979.00;875524.00;8392.00;22378.00;0.64;2861.00;0.35;0.93;2005.00
DH 216 A_2.jpg:0012-1268;104651.00;8136096.00;887135.00;51777.00;8132867.00;875524.00;6294.00;23077.00;0.49;4426.00;0.23;0.90;2005.00
